394.9,394.12347,393.3469,392.57028,391.79364,391.017,390.2404,389.46384,388.68735,387.91092,387.13458,386.3583,385.58215,384.8061,384.0301,383.25418,382.47836,381.7026,380.9269,380.15128,379.37567,378.6001,377.8246,377.04907,376.27356,375.49805,374.72256,373.94702,373.1715,372.39594,371.62033,370.84473,370.06903,369.29333,368.51758,367.74176,366.96588,366.18994,365.41394,364.63788,363.86176,363.08554,362.30927,361.53293,360.7565,359.97998,359.2034,358.42673,357.65,356.87314,356.09622,355.3192,354.54214,353.76495,352.9877,352.21033,351.4329,350.65536,349.87772,349.1
394.9,394.12344,393.34683,392.5702,391.79355,391.01688,390.24026,389.46368,388.6872,387.91074,387.1344,386.35812,385.58197,384.8059,384.0299,383.254,382.47818,381.70245,380.92676,380.15112,379.37555,378.6,377.82446,377.04895,376.27347,375.498,374.72247,373.94696,373.17142,372.39587,371.6203,370.84467,370.069,369.29327,368.51752,367.7417,366.96585,366.1899,365.4139,364.63785,363.86172,363.08554,362.30927,361.5329,360.75647,359.97998,359.2034,358.42673,357.64996,356.87314,356.09622,355.3192,354.5421,353.76495,352.98767,352.21033,351.4329,350.65533,349.87772,349.1
394.9,394.1234,393.34674,392.57004,391.79333,391.01663,390.24,389.46338,388.68686,387.9104,387.13403,386.35776,385.5816,384.80554,384.02957,383.25366,382.47787,381.70215,380.92645,380.15085,379.37527,378.59976,377.82425,377.04877,376.2733,375.4978,374.72232,373.9468,373.1713,372.39575,371.62018,370.84457,370.0689,369.2932,368.51746,367.74164,366.9658,366.18985,365.41385,364.63782,363.8617,363.08548,362.3092,361.53287,360.75644,359.97995,359.20337,358.4267,357.64996,356.87314,356.09622,355.3192,354.5421,353.76495,352.98767,352.21033,351.4329,350.65533,349.87772,349.1
394.9,394.12332,393.3466,392.5698,391.79303,391.01627,390.23956,389.46292,388.68634,387.90985,387.13348,386.3572,385.58105,384.805,384.02902,383.25314,382.4774,381.70166,380.92603,380.15045,379.3749,378.5994,377.8239,377.04846,376.273,375.49756,374.72208,373.9466,373.1711,372.39557,371.62,370.84442,370.06876,369.29306,368.51733,367.74155,366.96567,366.18976,365.4138,364.63773,363.86163,363.08542,362.30917,361.53284,360.7564,359.97992,359.20334,358.42667,357.64993,356.8731,356.0962,355.31918,354.5421,353.76492,352.98767,352.21033,351.43286,350.65533,349.87772,349.1
394.9,394.1232,393.34637,392.5695,391.7926,391.01578,390.23898,389.46228,388.68567,387.90915,387.13275,386.35648,385.5803,384.80426,384.02832,383.25247,382.4767,381.70105,380.92545,380.1499,379.3744,378.59894,377.8235,377.04807,376.2726,375.4972,374.72177,373.94632,373.17084,372.39532,371.61978,370.8442,370.06857,369.2929,368.51718,367.7414,366.96555,366.18967,365.4137,364.63763,363.86154,363.08536,362.3091,361.53278,360.75635,359.97986,359.2033,358.42664,357.6499,356.87308,356.09616,355.31918,354.54208,353.76492,352.98767,352.2103,351.43286,350.65533,349.87772,349.1
394.9,394.12308,393.34607,392.56906,391.79208,391.0151,390.23825,389.46146,388.68475,387.9082,387.13177,386.3555,385.57935,384.8033,384.0274,383.2516,382.4759,381.70026,380.9247,380.1492,379.37375,378.59833,377.82294,377.04755,376.27216,375.49677,374.72137,373.94595,373.1705,372.39502,371.6195,370.84396,370.06836,369.2927,368.517,367.74124,366.9654,366.1895,365.41354,364.63754,363.86145,363.08527,362.30902,361.53268,360.7563,359.97983,359.20325,358.4266,357.64987,356.87305,356.09613,355.31915,354.54208,353.7649,352.98764,352.2103,351.43286,350.65533,349.87772,349.1
394.9,394.1229,393.34573,392.56854,391.7914,391.0143,390.2373,389.46042,388.68365,387.90704,387.1306,386.3543,385.57816,384.80215,384.02628,383.25052,382.47488,381.6993,380.92383,380.14838,379.373,378.59763,377.8223,377.04697,376.2716,375.49628,374.72092,373.94553,373.17014,372.39468,371.6192,370.84366,370.06808,369.29245,368.51675,367.74103,366.9652,366.18936,365.41342,364.6374,363.86133,363.08517,362.30893,361.53262,360.75623,359.97974,359.2032,358.42654,357.6498,356.87302,356.0961,355.31912,354.54205,353.7649,352.98764,352.2103,351.43286,350.65533,349.87772,349.1
394.9,394.12265,393.34528,392.5679,391.79056,391.0133,390.23618,389.45917,388.6823,387.90567,387.12918,386.35287,385.57675,384.80078,384.02496,383.24927,382.4737,381.6982,380.9228,380.14743,379.3721,378.5968,377.82153,377.04626,376.271,375.4957,374.7204,373.94504,373.16968,372.39426,371.6188,370.84332,370.06778,369.29218,368.5165,367.74078,366.965,366.18915,365.41324,364.63724,363.86118,363.08505,362.3088,361.53253,360.75613,359.97968,359.20312,358.42648,357.64978,356.87296,356.09607,355.3191,354.54202,353.76486,352.9876,352.21027,351.43283,350.65533,349.87772,349.1
394.9,394.1224,393.34476,392.56714,391.78958,391.01212,390.2348,389.45764,388.68073,387.904,387.12747,386.35117,385.57507,384.79916,384.02344,383.24783,382.47232,381.69693,380.9216,380.14633,379.3711,378.5959,377.8207,377.0455,376.2703,375.49506,374.7198,373.94452,373.1692,372.39383,371.6184,370.84293,370.0674,369.29187,368.51624,367.74054,366.96478,366.18893,365.41306,364.6371,363.86102,363.0849,362.3087,361.5324,360.75604,359.97958,359.20306,358.42642,357.64972,356.87292,356.09604,355.31906,354.542,353.76483,352.98758,352.21027,351.43283,350.6553,349.87772,349.1
394.9,394.12207,393.34415,392.56622,391.7884,391.01068,390.23315,389.45584,388.6788,387.902,387.12546,386.34918,385.57315,384.7973,384.02167,383.24615,382.47076,381.6955,380.9203,380.1451,379.37,378.59488,377.81976,377.04465,376.2695,375.49432,374.71915,373.9439,373.16864,372.3933,371.61795,370.84253,370.06705,369.2915,368.5159,367.74023,366.9645,366.18872,365.41284,364.6369,363.86087,363.08475,362.30856,361.5323,360.75595,359.9795,359.20297,358.42636,357.64966,356.87286,356.09598,355.319,354.54196,353.7648,352.98758,352.21024,351.43283,350.6553,349.87772,349.1
